5 4 3
5 4 3
5 4 3
5 4 3
5 4 3
5 4 3
5 4 3
5 4 3
5 4 3
5 4 3
5 4 3
5 4 3
5 4 3
5 4 3
5 4 3
5 4 3
5 4 3
5 4 3
5 6 3
5 4 3
5 4 3
5 4 3
5 4 3
5 4 3
5 4 3
5 4 3
5 4 3
0 6 1
2 4 4
0 6 2
5 6 3
5 6 3
0 6 2
0 6 2
0 6 0
0 6 0
0 6 1
0 6 1
5 4 3
9 6 1
0 6 0
9 6 1
9 6 1
10 10 3
0 6 0
9 6 3
0 6 0
0 6 2
9 6 3
9 6 1
9 6 1
0 6 0
0 6 0
0 6 0
0 6 0
0 6 0
0 6 0
0 6 0
0 6 0
0 6 0
0 6 0
0 6 2
0 6 2
9 6 1
8 10 3
8 10 3
8 10 3
5 6 3
5 6 3
5 6 3
0 6 2
0 6 2
2 4 4
2 4 4
0 6 2
0 6 2
0 6 2
0 6 2
0 6 2
9 6 1
5 4 3
5 4 3
0 6 2
0 6 2
0 6 2
0 6 2
0 6 2
0 6 2
0 6 2
0 6 2
5 4 3
5 4 3
9 6 1
6 4 3
0 6 0
0 6 2
0 6 2
5 4 3
0 6 2
9 6 1
0 6 2
0 6 2
0 6 0
5 4 3
9 6 3
0 6 1
5 4 3
0 6 2
2 4 1
9 6 1
9 6 1
5 4 3
5 4 3
