4 4.66666666667 3
4 4.66666666667 3
4 4.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 4.33333333333 3
4 5.66666666667 3
4 4.66666666667 3
4 4.66666666667 3
4 4.66666666667 3
4 4.66666666667 3
4 4.66666666667 3
4 4.33333333333 3
4 4.33333333333 3
4 4.33333333333 3
4 4.33333333333 3
4 5.66666666667 3
4 4.33333333333 3
4 4.33333333333 3
4 4.33333333333 3
4 4.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 4.66666666667 3
4 5.66666666667 3
6 4.2 3
4 5.33333333333 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
6 6.0 1
4 4.0 4
6 5.8 2
6 4.4 3
6 5.2 3
6 6.0 2
6 5.8 0
4 4.0 4
6 5.8 2
0 -0.0 0
6 6.0 2
6 5.8 0
6 5.8 0
6 6.6 1
6 6.6 1
4 4.66666666667 3
6 4.2 1
6 4.2 1
6 6.2 0
6 4.6 1
6 4.6 1
6 4.6 1
10 5.66666666667 3
6 5.8 0
6 4.6 3
6 5.8 0
6 5.6 2
6 4.6 3
6 5.2 3
6 4.4 1
6 4.6 1
6 5.6 0
6 5.8 0
6 5.8 0
6 5.6 0
6 5.6 0
6 5.6 0
6 5.8 0
6 5.6 0
6 5.6 0
6 5.6 0
6 6.2 2
6 5.4 3
6 5.8 2
6 5.8 2
6 6.0 2
6 5.8 2
6 4.8 1
10 5.66666666667 3
10 5.66666666667 3
10 5.66666666667 3
6 4.4 3
6 4.4 3
6 4.4 3
6 4.8 1
6 4.8 1
6 4.8 1
6 4.8 1
6 6.0 2
6 5.8 2
6 6.0 2
6 6.0 2
4 4.0 4
4 4.0 4
6 5.4 3
6 6.0 2
6 6.2 2
6 6.0 2
6 4.6 1
6 6.0 2
6 6.0 2
6 5.4 2
6 4.6 1
4 4.33333333333 3
4 4.33333333333 3
4 5.66666666667 3
4 5.66666666667 3
4 4.66666666667 3
6 5.8 2
6 6.2 2
6 5.6 2
6 5.4 2
6 5.4 2
6 6.0 2
6 5.8 2
6 6.6 2
6 6.0 2
4 4.33333333333 3
4 4.33333333333 3
6 4.0 1
4 4.66666666667 3
6 5.8 0
6 6.2 2
6 6.0 2
4 5.66666666667 3
6 5.8 2
6 4.4 1
6 6.2 2
6 6.0 2
6 5.6 0
6 6.0 2
6 5.8 2
6 5.8 2
6 5.8 2
6 5.8 2
6 5.8 2
6 5.8 2
6 5.8 2
6 5.8 2
6 5.8 2
6 5.8 2
6 5.8 2
6 5.8 2
6 5.8 2
6 5.8 2
6 5.8 2
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
6 4.6 3
4 4.0 4
4 4.0 4
4 4.33333333333 3
4 4.33333333333 3
4 4.33333333333 3
4 4.33333333333 3
4 4.0 4
4 4.0 4
4 4.0 4
6 5.8 1
4 5.66666666667 3
6 5.4 2
4 3.66666666667 1
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 1
4 6.0 1
4 5.66666666667 1
4 5.33333333333 1
4 5.66666666667 3
4 5.66666666667 3
6 4.8 1
6 4.8 1
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 5.66666666667 3
4 4.66666666667 3
6 4.8 1
4 5.66666666667 3
4 4.33333333333 3
4 4.33333333333 3
