2639.12 12.02 5.8 2
2749.24 11.91 6.0 2
2560.99 11.95 5.8 2
3037.34 10.83 6.0 2
2834.28 4.03 5.6 2
2832.22 11.95 6.2 2
2618.94 11.95 5.8 2
2697.15 11.55 5.8 2
2887.46 12.4 6.0 2
2611.1 11.69 5.8 2
2783.25 11.55 6.0 2
2710.16 12.17 5.8 2
2846.11 11.01 6.0 2
2913.29 11.23 6.0 2
3178.61 4.03 6.0 2
3268.72 3.17 6.2 2
3315.8 11.7 6.0 2
3052.4 11.06 6.0 2
2739.13 11.55 6.0 2
2493.86 12.26 5.4 2
2641.93 12.1 5.8 2
2756.22 11.22 6.2 2
2714.2 3.14 5.6 2
2558.83 5.47 5.4 2
2548.83 3.01 5.4 2
3206.5 5.63 6.0 2
2962.4 3.28 5.8 2
3787.34 6.71 6.6 2
3289.72 11.7 6.0 2
3568.11 9.19 6.2 2
3203.66 10.24 6.0 2
2695.06 12.99 5.8 2
3920.55 9.32 6.2 2
3765.21 9.03 6.0 2
2755.19 11.95 6.0 2
2583.01 11.95 5.8 2
2583.01 11.95 5.8 2
2622.07 12.02 5.8 2
2583.01 11.95 5.8 2
2554.99 11.6 5.8 2
2554.99 11.6 5.8 2
2583.01 11.95 5.8 2
2625.03 12.07 5.8 2
2682.14 0.0 5.8 2
2624.1 12.62 5.8 2
2766.0 12.62 5.8 2
2579.99 12.02 5.8 2
2624.04 12.02 5.8 2
2598.02 12.02 5.8 2
2596.09 12.62 5.8 2
2488.88 12.26 5.4 2
