1353.6 9.72 4.66666666667 3
1576.75 8.09 4.66666666667 3
1549.72 8.09 4.66666666667 3
1806.97 5.63 5.66666666667 3
1720.93 8.42 5.66666666667 3
1351.55 10.99 4.33333333333 3
1787.87 5.63 5.66666666667 3
1623.81 9.72 4.66666666667 3
1493.71 11.81 4.66666666667 3
1416.62 8.42 4.66666666667 3
1455.65 7.88 4.66666666667 3
1311.56 8.09 4.66666666667 3
1347.51 10.45 4.33333333333 3
1332.5 8.31 4.33333333333 3
1429.62 11.05 4.33333333333 3
1569.84 9.9 4.33333333333 3
1663.88 8.42 5.66666666667 3
1324.48 4.5 4.33333333333 3
1308.52 7.0 4.33333333333 3
1350.57 12.5 4.33333333333 3
1760.0 0.0 4.66666666667 3
1710.93 6.81 5.66666666667 3
2093.36 7.88 5.66666666667 3
1701.86 2.19 5.66666666667 3
1437.59 8.09 4.66666666667 3
1622.81 2.19 5.66666666667 3
1790.95 7.0 4.2 3
1572.75 5.47 5.33333333333 3
2186.39 8.31 5.66666666667 3
1716.92 2.19 5.66666666667 3
1786.95 4.5 5.66666666667 3
1609.78 8.42 5.66666666667 3
1725.89 2.19 5.66666666667 3
1866.0 4.5 5.66666666667 3
1667.85 7.0 5.66666666667 3
1677.98 9.76 5.66666666667 3
2064.26 6.81 5.66666666667 3
2135.34 6.81 5.66666666667 3
1981.26 7.88 5.66666666667 3
1848.14 10.95 4.4 3
2648.88 9.49 5.2 3
1542.78 11.81 4.66666666667 3
5170.75 9.46 5.66666666667 3
2666.08 10.72 4.6 3
2717.09 11.55 4.6 3
2616.88 9.49 5.2 3
3096.42 10.05 5.4 3
5276.01 12.2 5.66666666667 3
5735.35 10.91 5.66666666667 3
5127.8 10.73 5.66666666667 3
1806.1 10.95 4.4 3
1865.16 10.95 4.4 3
1792.07 10.95 4.4 3
3100.4 10.05 5.4 3
1314.12 10.99 4.33333333333 3
1276.7 10.99 4.33333333333 3
1600.86 8.31 5.66666666667 3
1673.77 5.63 5.66666666667 3
1411.65 10.12 4.66666666667 3
1570.79 12.5 4.33333333333 3
1509.76 12.5 4.33333333333 3
1391.71 10.17 4.66666666667 3
1651.86 6.81 5.66666666667 3
2594.95 12.33 5.66666666667 3
2325.6 12.03 5.66666666667 3
2393.72 12.33 5.66666666667 3
2339.62 12.03 5.66666666667 3
2311.57 12.03 5.66666666667 3
2355.58 10.94 5.66666666667 3
2576.05 11.33 4.6 3
1352.53 10.99 4.33333333333 3
1382.61 11.63 4.33333333333 3
1325.51 10.99 4.33333333333 3
1383.59 11.63 4.33333333333 3
1689.91 7.0 5.66666666667 3
2142.38 8.31 5.66666666667 3
2141.39 8.31 5.66666666667 3
2100.3 8.31 5.66666666667 3
2057.27 5.8 5.66666666667 3
2098.37 10.94 5.66666666667 3
2084.34 10.94 5.66666666667 3
2126.38 8.31 5.66666666667 3
2099.35 8.31 5.66666666667 3
2116.34 8.31 5.66666666667 3
2186.39 8.31 5.66666666667 3
2114.32 8.31 5.66666666667 3
2099.35 8.31 5.66666666667 3
2099.35 8.31 5.66666666667 3
2100.34 8.31 5.66666666667 3
2126.38 8.31 5.66666666667 3
2076.32 7.0 5.66666666667 3
2114.32 8.31 5.66666666667 3
1948.14 5.8 5.66666666667 3
1829.02 8.31 5.66666666667 3
1757.94 8.31 5.66666666667 3
1699.91 11.16 5.66666666667 3
1628.83 11.65 5.66666666667 3
1909.24 5.47 5.66666666667 3
1795.13 6.81 5.66666666667 3
1821.0 4.8 5.66666666667 3
1790.97 4.8 5.66666666667 3
1762.96 5.8 5.66666666667 3
1780.93 4.8 5.66666666667 3
1721.86 4.2 5.66666666667 3
1763.94 5.63 5.66666666667 3
1714.87 4.8 5.66666666667 3
1762.96 5.8 5.66666666667 3
1740.91 4.2 5.66666666667 3
1780.93 4.8 5.66666666667 3
1748.93 5.8 5.66666666667 3
1764.89 4.8 5.66666666667 3
1878.09 5.91 5.66666666667 3
1848.07 6.62 5.66666666667 3
1820.06 8.09 5.66666666667 3
1838.03 5.91 5.66666666667 3
1778.96 4.8 5.66666666667 3
1821.04 5.91 5.66666666667 3
1820.06 8.09 5.66666666667 3
1798.0 4.8 5.66666666667 3
1838.03 5.91 5.66666666667 3
1806.03 8.09 5.66666666667 3
1821.98 5.91 5.66666666667 3
1771.97 5.91 5.66666666667 3
1865.01 4.5 5.66666666667 3
1834.98 4.5 5.66666666667 3
1824.94 4.5 5.66666666667 3
1765.87 4.02 5.66666666667 3
1807.95 4.5 5.66666666667 3
1758.88 4.5 5.66666666667 3
1784.92 4.02 5.66666666667 3
1824.94 4.5 5.66666666667 3
1792.94 4.8 5.66666666667 3
1808.9 4.5 5.66666666667 3
1806.03 5.63 5.66666666667 3
1806.03 5.63 5.66666666667 3
1749.92 5.63 5.66666666667 3
1876.08 6.62 5.66666666667 3
1805.04 6.62 5.66666666667 3
2204.46 10.5 5.66666666667 3
1641.88 11.81 4.66666666667 3
1652.89 8.42 5.66666666667 3
1509.76 12.5 4.33333333333 3
1486.72 12.5 4.33333333333 3
